,election_year,election_type,office_name,primary_party,district_name,candidate_party,candidate_name,votes,votes_rank,incumbent,CO_ID
4104,2010,General,State Senate,0,22,Republican,mike kopp,35155.0,1,1.0,20055607855.0
4157,2010,Primary,State Senate,Republican,22,Republican,mike kopp,11932.0,1,1.0,20055607855.0
3283,2014,Primary,Governor,Republican,Colorado,Republican,mike kopp,76373.0,4,1.0,20135026359.0
1609,2012,General,State Representative,0,1,Libertarian,mike law,1190.0,3,0.0,
2853,2020,General,State Representative,0,49,Republican,mike lynch,44957.0,1,0.0,20195037228
3006,2020,Primary,State Representative,Republican,49,Republican,mike lynch,12606.0,1,0.0,20195037228
3171,2022,Primary,State Representative,Republican,65,Republican,mike lynch,12025.0,1,1.0,20225041881
3884,2004,General,State Senate,0,29,Republican,mike martin,12169.0,2,0.0,20045644869.0
3921,2004,Primary,State Senate,Republican,29,Republican,mike martin,3575.0,1,0.0,20045644869.0
2585,2018,General,State Representative,0,61,Republican,mike mason,14915.0,2,0.0,20185035259
2733,2018,Primary,State Representative,Republican,61,Republican,mike mason,5010.0,1,0.0,20185035259
394,2002,General,State Representative,0,44,Republican,mike may,18547.0,1,0.0,20025990268
543,2002,Primary,State Representative,Republican,44,Republican,mike may,2965.0,1,0.0,20025990268
660,2004,General,State Representative,0,44,Republican,mike may,32787.0,1,1.0,20025990268
804,2004,Primary,State Representative,Republican,44,Republican,mike may,5675.0,1,1.0,20025990268
908,2006,General,State Representative,0,44,Republican,mike may,17829.0,1,1.0,20025990268
1059,2006,Primary,State Representative,Republican,44,Republican,mike may,4682.0,1,1.0,20025990268
1918,2012,Primary,State Representative,Republican,63,Republican,mike mazzocco,273.0,2,0.0,20115022986
1762,2012,General,State Representative,0,59,Democratic,mike mclachlan,21632.0,1,0.0,20155029760
1841,2012,Primary,State Representative,Democratic,59,Democratic,mike mclachlan,3106.0,1,0.0,20155029760
2046,2014,General,State Representative,0,59,Democratic,mike mclachlan,17110.0,2,1.0,20125023297
2112,2014,Primary,State Representative,Democratic,59,Democratic,mike mclachlan,3313.0,1,1.0,20125023297
2770,2020,General,State Representative,0,15,Libertarian,mike mcredmond,2459.0,3,0.0,
1997,2014,General,State Representative,0,35,Republican,mike melvin,11749.0,2,0.0,20145028110.0
2153,2014,Primary,State Representative,Republican,35,Republican,mike melvin,3437.0,1,0.0,20145028110.0
3357,2022,Primary,Secretary of State,Republican,Colorado,Republican,mike odonnell,175158.0,3,0.0,
3278,2014,General,Governor,0,Colorado,Unaffiliated,mike roberts,24042.0,5,0.0,
3382,1990,General,State Senate,0,29,Democratic,mike robinson,18687.0,2,0.0,
3400,1990,Primary,State Senate,Democratic,29,Democratic,mike robinson,4873.0,1,0.0,
1692,2012,General,State Representative,0,30,Republican,mike sheely,10260.0,2,0.0,20125023584.0
1881,2012,Primary,State Representative,Republican,30,Republican,mike sheely,1631.0,1,0.0,20125023584.0
622,2004,General,State Representative,0,26,Republican,mike smith,12424.0,2,0.0,
787,2004,Primary,State Representative,Republican,26,Republican,mike smith,4393.0,1,0.0,
65,2000,General,State Representative,0,28,Libertarian,mike spalding,5942.0,2,0.0,
2261,2016,General,State Representative,0,36,Democratic,mike weissman,19423.0,1,0.0,20155028840.0
2358,2016,Primary,State Representative,Democratic,36,Democratic,mike weissman,3299.0,1,0.0,20155028840.0
2531,2018,General,State Representative,0,36,Democratic,mike weissman,18994.0,1,1.0,20155028840.0
2640,2018,Primary,State Representative,Democratic,36,Democratic,mike weissman,6248.0,1,1.0,20155028840.0
2822,2020,General,State Representative,0,36,Democratic,mike weissman,26687.0,1,1.0,20155028840.0
2926,2020,Primary,State Representative,Democratic,36,Democratic,mike weissman,11956.0,1,1.0,20155028840.0
3063,2022,Primary,State Representative,Democratic,36,Democratic,mike weissman,4620.0,1,1.0,20155028840
2422,2016,Primary,State Representative,Republican,38,Republican,mike williams,3243.0,2,0.0,20155028967
2136,2014,Primary,State Representative,Republican,20,Republican,miles dewhirst,3443.0,2,0.0,20135026472.0
1769,2012,General,State Representative,0,61,Democratic,millie hamner,19621.0,1,0.0,20125023197.0
1843,2012,Primary,State Representative,Democratic,61,Democratic,millie hamner,2277.0,1,0.0,20125023197.0
2050,2014,General,State Representative,0,61,Democratic,millie hamner,17500.0,1,1.0,20125023197.0
2113,2014,Primary,State Representative,Democratic,61,Democratic,millie hamner,3113.0,1,1.0,20125023197.0
2309,2016,General,State Representative,0,61,Democratic,millie hamner,24562.0,1,1.0,20125023197.0
2380,2016,Primary,State Representative,Democratic,61,Democratic,millie hamner,4082.0,1,1.0,20125023197.0
4481,2018,Primary,State Senate,Democratic,34,Democratic,milo schwab,4574.0,2,0.0,20175033311
2816,2020,General,State Representative,0,33,Republican,mindy quiachon,23170.0,2,0.0,20205038898.0
2987,2020,Primary,State Representative,Republican,33,Republican,mindy quiachon,8155.0,1,0.0,20205038898.0
3042,2022,Primary,State Representative,Democratic,17,Democratic,mischa smith,2035.0,2,0.0,20215041816
648,2004,General,State Representative,0,39,Democratic,mollie cullom,17851.0,2,0.0,20045641817.0
742,2004,Primary,State Representative,Democratic,39,Democratic,mollie cullom,2775.0,1,0.0,20045641817.0
896,2006,General,State Representative,0,39,Democratic,mollie cullom,14840.0,2,0.0,20045641817.0
993,2006,Primary,State Representative,Democratic,39,Democratic,mollie cullom,2360.0,1,0.0,20045641817.0
1161,2008,General,State Representative,0,39,Democratic,mollie cullom,23097.0,2,0.0,20075626006.0
1258,2008,Primary,State Representative,Democratic,39,Democratic,mollie cullom,3328.0,1,0.0,20075626006.0
2010,2014,General,State Representative,0,41,Republican,molly barrett,11431.0,2,0.0,20145028483.0
2501,2018,General,State Representative,0,24,Democratic,monica duran,25987.0,1,0.0,20175032113.0
2626,2018,Primary,State Representative,Democratic,24,Democratic,monica duran,6636.0,1,0.0,20175032113.0
2795,2020,General,State Representative,0,24,Democratic,monica duran,30671.0,1,1.0,20175032113.0
2914,2020,Primary,State Representative,Democratic,24,Democratic,monica duran,16216.0,1,1.0,20175032113.0
3049,2022,Primary,State Representative,Democratic,23,Democratic,monica duran,9716.0,1,1.0,20215041826
640,2004,General,State Representative,0,36,Democratic,morgan carroll,13159.0,1,0.0,20045646024.0
890,2006,General,State Representative,0,36,Democratic,morgan carroll,10047.0,1,1.0,20045646024.0
990,2006,Primary,State Representative,Democratic,36,Democratic,morgan carroll,2124.0,1,1.0,20045646024.0
4031,2008,General,State Senate,0,29,Democratic,morgan carroll,25943.0,1,1.0,20085605385.0
4054,2008,Primary,State Senate,Democratic,29,Democratic,morgan carroll,3770.0,1,1.0,20085605385.0
4204,2012,General,State Senate,0,29,Democratic,morgan carroll,30149.0,1,1.0,20085605385.0
4232,2012,Primary,State Senate,Democratic,29,Democratic,morgan carroll,3519.0,1,1.0,20085605385.0
1623,2012,General,State Representative,0,6,Libertarian,morton brooks,1288.0,3,0.0,20125024345.0
2472,2018,General,State Representative,0,10,Republican,murl hendrickson,5513.0,2,0.0,20185033920.0
2679,2018,Primary,State Representative,Republican,10,Republican,murl hendrickson,1658.0,1,0.0,20185033920.0
2000,2014,General,State Representative,0,37,Democratic,nancy cronk,13834.0,2,0.0,20145028102.0
2094,2014,Primary,State Representative,Democratic,37,Democratic,nancy cronk,2547.0,1,0.0,20145028102.0
3826,2002,Primary,State Senate,Democratic,2,Democratic,nancy dick,0.0,2,0.0,
4363,2016,General,State Senate,0,26,Republican,nancy doty,36666.0,2,0.0,20155028826.0
4411,2016,Primary,State Senate,Republican,26,Republican,nancy doty,8639.0,1,0.0,20155028826.0
2243,2016,General,State Representative,0,28,Republican,nancy pallozzi,14522.0,2,0.0,20165030609.0
2412,2016,Primary,State Representative,Republican,28,Republican,nancy pallozzi,3382.0,1,0.0,20165030609.0
95,2000,General,State Representative,0,39,Republican,nancy spence,20091.0,1,0.0,19990939001.0
259,2000,Primary,State Representative,Republican,39,Republican,nancy spence,2494.0,1,0.0,19990939001.0
384,2002,General,State Representative,0,39,Republican,nancy spence,15510.0,1,1.0,19990939001.0
538,2002,Primary,State Representative,Republican,39,Republican,nancy spence,3381.0,1,1.0,19990939001.0
3880,2004,General,State Senate,0,27,Republican,nancy spence,42749.0,1,1.0,20035620689.0
3919,2004,Primary,State Senate,Republican,27,Republican,nancy spence,11368.0,1,1.0,20035620689.0
4027,2008,General,State Senate,0,27,Republican,nancy spence,51352.0,1,1.0,20035620689.0
4073,2008,Primary,State Senate,Republican,27,Republican,nancy spence,13000.0,1,1.0,20035620689.0
652,2004,General,State Representative,0,41,Democratic,nancy todd,16066.0,1,0.0,20035625310.0
744,2004,Primary,State Representative,Democratic,41,Democratic,nancy todd,3227.0,1,0.0,20035625310.0
901,2006,General,State Representative,0,41,Democratic,nancy todd,12559.0,1,1.0,20035625310.0
995,2006,Primary,State Representative,Democratic,41,Democratic,nancy todd,2897.0,1,1.0,20035625310.0
1165,2008,General,State Representative,0,41,Democratic,nancy todd,23787.0,1,1.0,20035625310.0
1260,2008,Primary,State Representative,Democratic,41,Democratic,nancy todd,3409.0,1,1.0,20035625310.0
1428,2010,General,State Representative,0,41,Democratic,nancy todd,13019.0,1,1.0,20035625310.0
1520,2010,Primary,State Representative,Democratic,41,Democratic,nancy todd,4925.0,1,1.0,20035625310.0
4201,2012,General,State Senate,0,28,Democratic,nancy todd,37181.0,1,1.0,20115021984.0
4231,2012,Primary,State Senate,Democratic,28,Democratic,nancy todd,4973.0,1,1.0,20115021984.0
4366,2016,General,State Senate,0,28,Democratic,nancy todd,39143.0,1,1.0,20115021984.0
4390,2016,Primary,State Senate,Democratic,28,Democratic,nancy todd,6597.0,1,1.0,20115021984.0
2831,2020,General,State Representative,0,40,Democratic,naquetta ricks,25508.0,1,0.0,20195037888.0
2932,2020,Primary,State Representative,Democratic,40,Democratic,naquetta ricks,7203.0,1,0.0,20195037888.0
3067,2022,Primary,State Representative,Democratic,40,Democratic,naquetta ricks,7124.0,1,1.0,20195037888
4019,2008,General,State Senate,0,21,Republican,natalie menten,22732.0,2,0.0,20085622957.0
4068,2008,Primary,State Senate,Republican,21,Republican,natalie menten,5895.0,1,0.0,20085622957.0
3303,1990,General,Secretary of State,0,Colorado,Republican,natalie meyer,618666.0,1,0.0,
3305,1990,Primary,Secretary of State,Republican,Colorado,Republican,natalie meyer,166421.0,1,0.0,
2779,2020,General,State Representative,0,18,Libertarian,nathan foutch,1907.0,3,0.0,
4026,2008,General,State Senate,0,27,Democratic,nathan wilkes,37073.0,2,0.0,20085611309.0
4052,2008,Primary,State Senate,Democratic,27,Democratic,nathan wilkes,5613.0,1,0.0,20085611309.0
760,2004,Primary,State Representative,Democratic,58,Democratic,neal schwieterman,1738.0,1,0.0,
4580,2022,Primary,State Senate,Democratic,3,Democratic,nick hinrichsen,16196.0,1,0.0,20215041709
1148,2008,General,State Representative,0,33,Republican,nick kliebenstein,19949.0,2,0.0,20075616543.0
1316,2008,Primary,State Representative,Republican,33,Republican,nick kliebenstein,3597.0,1,0.0,20075616543.0
1777,2012,General,State Representative,0,64,Libertarian,nick schneider,7770.0,2,0.0,
2506,2018,General,State Representative,0,26,Republican,nicki mills,12584.0,2,0.0,20185035373.0
2698,2018,Primary,State Representative,Republican,26,Republican,nicki mills,3324.0,1,0.0,20185035373.0
2604,2018,Primary,State Representative,Democratic,5,Democratic,nicky yollick,1347.0,4,0.0,20175032299.0
1685,2012,General,State Representative,0,28,Libertarian,niles aronson,1618.0,3,0.0,
1978,2014,General,State Representative,0,27,Libertarian,niles aronson,2213.0,3,0.0,20145027873.0
1197,2008,General,State Representative,0,58,Democratic,noelle hagan,15847.0,2,0.0,20075614547.0
1277,2008,Primary,State Representative,Democratic,58,Democratic,noelle hagan,2437.0,1,0.0,20075614547.0
9,2000,General,State Representative,0,5,Democratic,nolbert chavez,10572.0,1,0.0,19940905001
169,2000,Primary,State Representative,Democratic,5,Democratic,nolbert chavez,808.0,1,0.0,19940905001
3645,1998,General,State Senate,0,22,Republican,norma anderson,26805.0,1,0.0,
3684,1998,Primary,State Senate,Republican,22,Republican,norma anderson,5557.0,1,0.0,
3815,2002,General,State Senate,0,22,Republican,norma anderson,28600.0,1,1.0,19970822002.0
3851,2002,Primary,State Senate,Republican,22,Republican,norma anderson,6096.0,1,1.0,19970822002.0
4280,2014,General,State Senate,0,11,Libertarian,norman dawson,2282.0,3,0.0,20145027908.0
2219,2016,General,State Representative,0,18,Libertarian,norman dawson,2972.0,3,0.0,20165030867.0
79,2000,General,State Representative,0,33,Libertarian,norman olsen,1024.0,3,0.0,
4426,2018,General,State Senate,0,5,Republican,olen lund,27375.0,2,0.0,20185035167
4485,2018,Primary,State Senate,Republican,5,Republican,olen lund,9796.0,1,0.0,20185035167
1263,2008,Primary,State Representative,Democratic,44,Democratic,ovieh agahro,492.0,2,0.0,20085611345.0
4094,2010,General,State Senate,0,11,Republican,owen hill,13526.0,2,0.0,20095621430.0
4152,2010,Primary,State Senate,Republican,11,Republican,owen hill,5048.0,1,0.0,20095621430.0
4172,2012,General,State Senate,0,10,Republican,owen hill,44200.0,1,0.0,20115023039.0
4242,2012,Primary,State Senate,Republican,10,Republican,owen hill,9528.0,1,0.0,20115023039.0
4345,2016,General,State Senate,0,10,Republican,owen hill,47832.0,1,1.0,20155029238.0
4403,2016,Primary,State Senate,Republican,10,Republican,owen hill,12803.0,1,1.0,20155029238.0
2061,2014,Primary,State Representative,Democratic,2,Democratic,owen perkins,2684.0,2,0.0,20135025303.0
3358,2022,Primary,Secretary of State,Republican,Colorado,Republican,pam anderson,268638.0,1,0.0,20215041824
675,2004,General,State Representative,0,51,Unaffiliated,pam howard,3797.0,2,0.0,20045652099.0
75,2000,General,State Representative,0,31,Republican,pam rhodes,17210.0,1,0.0,19990931003.0
251,2000,Primary,State Representative,Republican,31,Republican,pam rhodes,1538.0,1,0.0,19990931003.0
366,2002,General,State Representative,0,31,Republican,pam rhodes,10293.0,1,1.0,19990931003.0
532,2002,Primary,State Representative,Republican,31,Republican,pam rhodes,987.0,1,1.0,19990931003.0
632,2004,General,State Representative,0,31,Republican,pam rhodes,16386.0,2,1.0,19990931003.0
792,2004,Primary,State Representative,Republican,31,Republican,pam rhodes,3081.0,1,1.0,19990931003.0
400,2002,General,State Representative,0,48,Democratic,pam shaddock,10599.0,2,0.0,20025800061.0
673,2004,General,State Representative,0,50,Republican,pamela groeger,10186.0,2,0.0,20045639048.0
809,2004,Primary,State Representative,Republican,50,Republican,pamela groeger,1731.0,1,0.0,20045639048.0
488,2002,Primary,State Representative,Democratic,48,Democratic,pamela shaddock,1345.0,1,0.0,20025800061.0
3385,1990,General,State Senate,0,30,Republican,pat fontenot,2636.0,2,0.0,
3417,1990,Primary,State Senate,Republican,30,Republican,pat fontenot,790.0,1,0.0,
4434,2018,General,State Senate,0,11,Republican,pat mcintire,17200.0,2,0.0,20175033151.0
4490,2018,Primary,State Senate,Republican,11,Republican,pat mcintire,7580.0,1,0.0,20175033151.0
3511,1994,General,State Senate,0,32,Democratic,pat pascoe,17221.0,1,0.0,19940832001
3529,1994,Primary,State Senate,Democratic,32,Democratic,pat pascoe,2494.0,1,0.0,19940832001
3650,1998,General,State Senate,0,32,Democratic,pat pascoe,15139.0,1,1.0,19940832001
3667,1998,Primary,State Senate,Democratic,32,Democratic,pat pascoe,4910.0,1,1.0,19940832001
3322,2000,General,Secretary of State,0,Colorado,Farmer-Labor,patricia baker,26852.0,4,0.0,
3313,1998,General,Secretary of State,0,Colorado,Colorado Reform,patricia craven,16528.0,4,0.0,19980300006
3698,2000,General,State Senate,0,10,Libertarian,patricia glidewell,2339.0,3,0.0,
1038,2006,Primary,State Representative,Republican,23,Republican,patricia holloway,1384.0,2,0.0,20065610278.0
3022,2020,Primary,State Representative,Republican,63,Republican,patricia miller,5196.0,2,0.0,20195037425.0
3738,2000,General,State Senate,0,31,Libertarian,patrick adamson,1383.0,3,0.0,
3823,2002,General,State Senate,0,34,Libertarian,patrick adamson,3249.0,2,0.0,
486,2002,Primary,State Representative,Democratic,46,Democratic,patrick avalos,1829.0,2,0.0,20025990273.0
3700,2000,General,State Senate,0,12,Libertarian,patrick lilly,10826.0,2,0.0,
2020,2014,General,State Representative,0,45,Republican,patrick neville,25528.0,1,0.0,20135026530.0
2163,2014,Primary,State Representative,Republican,45,Republican,patrick neville,8486.0,1,0.0,20135026530.0
2280,2016,General,State Representative,0,45,Republican,patrick neville,35321.0,1,1.0,20135026530.0
2431,2016,Primary,State Representative,Republican,45,Republican,patrick neville,7058.0,1,1.0,20135026530.0
2552,2018,General,State Representative,0,45,Republican,patrick neville,30865.0,1,1.0,20135026530.0
2717,2018,Primary,State Representative,Republican,45,Republican,patrick neville,8454.0,1,1.0,20135026530.0
2844,2020,General,State Representative,0,45,Republican,patrick neville,40418.0,1,1.0,20135026530.0
2999,2020,Primary,State Representative,Republican,45,Republican,patrick neville,14800.0,1,1.0,20135026530.0
3709,2000,General,State Senate,0,17,Natural Law Party,patrick west,1076.0,4,0.0,20000817004
3134,2022,Primary,State Representative,Republican,37,Republican,paul archer,7802.0,1,0.0,20225042364
434,2002,General,State Representative,0,64,Libertarian,paul berthelot,316.0,3,0.0,
2479,2018,General,State Representative,0,14,Democratic,paul haddick,12787.0,2,0.0,20185035326
2614,2018,Primary,State Representative,Democratic,14,Democratic,paul haddick,4320.0,1,0.0,20185035326
2580,2018,General,State Representative,0,59,Independent,paul jones,18273.0,2,0.0,20185034157.0
1087,2008,General,State Representative,0,3,Republican,paul linton,11583.0,2,0.0,20085635078.0
1285,2008,Primary,State Representative,Republican,3,Republican,paul linton,2394.0,1,0.0,20085635078.0
2190,2016,General,State Representative,0,2,Republican,paul linton,12550.0,2,0.0,20165031316.0
2387,2016,Primary,State Representative,Republican,2,Republican,paul linton,1573.0,1,0.0,20165031316.0
1960,2014,General,State Representative,0,19,Republican,paul lundeen,31519.0,1,0.0,20135026342.0
2133,2014,Primary,State Representative,Republican,19,Republican,paul lundeen,10345.0,1,0.0,20135026342.0
2222,2016,General,State Representative,0,19,Republican,paul lundeen,40011.0,1,1.0,20135026342.0
2402,2016,Primary,State Representative,Republican,19,Republican,paul lundeen,10531.0,1,1.0,20135026342.0
4432,2018,General,State Senate,0,9,Republican,paul lundeen,61341.0,1,1.0,20175032059.0
4489,2018,Primary,State Senate,Republican,9,Republican,paul lundeen,26206.0,1,1.0,20175032059.0
4603,2022,Primary,State Senate,Republican,9,Republican,paul lundeen,20471.0,1,1.0,20175032059
2202,2016,General,State Representative,0,9,Republican,paul martin,13328.0,2,0.0,20165030885.0
2393,2016,Primary,State Representative,Republican,9,Republican,paul martin,2511.0,1,0.0,20165030885.0
3256,2006,General,Governor,0,Colorado,Unaffiliated,paul mckibbin,10996.0,4,0.0,
3268,2010,General,Governor,0,Colorado,Unaffiliated,paul mckibbin,3492.0,6,0.0,
1697,2012,General,State Representative,0,32,Republican,paul reimer,6043.0,2,0.0,20125024280.0
1883,2012,Primary,State Representative,Republican,32,Republican,paul reimer,1167.0,1,0.0,20125024280.0
1225,2008,Primary,State Representative,Democratic,9,Democratic,paul rosenthal,2023.0,2,0.0,20075617619.0
1630,2012,General,State Representative,0,9,Democratic,paul rosenthal,23261.0,1,0.0,20115022032.0
1797,2012,Primary,State Representative,Democratic,9,Democratic,paul rosenthal,3483.0,1,0.0,20115022032.0
1940,2014,General,State Representative,0,9,Democratic,paul rosenthal,17968.0,1,1.0,20115022032.0
2068,2014,Primary,State Representative,Democratic,9,Democratic,paul rosenthal,4721.0,1,1.0,20115022032.0
2201,2016,General,State Representative,0,9,Democratic,paul rosenthal,25709.0,1,1.0,20115022032.0
2333,2016,Primary,State Representative,Democratic,9,Democratic,paul rosenthal,6092.0,1,1.0,20115022032.0
3374,1990,General,State Senate,0,15,Democratic,paul vaughan,12964.0,2,0.0,
3395,1990,Primary,State Senate,Democratic,15,Democratic,paul vaughan,2095.0,1,0.0,
3427,1992,General,State Senate,0,17,Democratic,paul weissmann,22569.0,1,0.0,19940817001
3454,1992,Primary,State Senate,Democratic,17,Democratic,paul weissmann,4814.0,1,0.0,19940817001
318,2002,General,State Representative,0,12,Democratic,paul weissmann,13303.0,1,1.0,20025990270.0
453,2002,Primary,State Representative,Democratic,12,Democratic,paul weissmann,1330.0,1,1.0,20025990270.0
589,2004,General,State Representative,0,12,Democratic,paul weissmann,20842.0,1,1.0,20025990270.0
718,2004,Primary,State Representative,Democratic,12,Democratic,paul weissmann,3243.0,1,1.0,20025990270.0
843,2006,General,State Representative,0,12,Democratic,paul weissmann,20099.0,1,1.0,20025990270.0
965,2006,Primary,State Representative,Democratic,12,Democratic,paul weissmann,2386.0,1,1.0,20025990270.0
1104,2008,General,State Representative,0,12,Democratic,paul weissmann,23432.0,1,1.0,20025990270.0
1228,2008,Primary,State Representative,Democratic,12,Democratic,paul weissmann,4618.0,1,1.0,20025990270.0
3279,2014,General,Governor,0,Colorado,Unaffiliated,paul whitley,5923.0,6,0.0,
3742,2000,General,State Senate,0,33,Republican,paul zarlengo,10.0,3,0.0,
73,2000,General,State Representative,0,31,Democratic,paul zimmerman,16370.0,2,0.0,19990931001
194,2000,Primary,State Representative,Democratic,31,Democratic,paul zimmerman,1073.0,1,0.0,19990931001
365,2002,General,State Representative,0,31,Democratic,paul zimmerman,9418.0,2,0.0,19990931001.0
471,2002,Primary,State Representative,Democratic,31,Democratic,paul zimmerman,611.0,1,0.0,19990931001.0
89,2000,General,State Representative,0,37,Democratic,paula busey,12645.0,2,0.0,20000937004
200,2000,Primary,State Representative,Democratic,37,Democratic,paula busey,870.0,1,0.0,20000937004
4524,2020,General,State Senate,0,25,Democratic,paula dickerson,35968.0,2,0.0,20195037728.0
4553,2020,Primary,State Senate,Democratic,25,Democratic,paula dickerson,15477.0,1,0.0,20195037728.0
3949,2006,General,State Senate,0,22,Democratic,paula noonan,24092.0,2,0.0,20065627763.0
3971,2006,Primary,State Senate,Democratic,22,Democratic,paula noonan,3663.0,1,0.0,20065627763.0
3822,2002,General,State Senate,0,34,Democratic,paula sandoval,18576.0,1,0.0,20025800067.0
3837,2002,Primary,State Senate,Democratic,34,Democratic,paula sandoval,5576.0,1,0.0,20025800067.0
3957,2006,General,State Senate,0,34,Democratic,paula sandoval,19519.0,1,1.0,20025800067.0
3978,2006,Primary,State Senate,Democratic,34,Democratic,paula sandoval,3125.0,1,1.0,20025800067.0
948,2006,General,State Representative,0,63,Democratic,pauline artery,5780.0,2,0.0,20065611761.0
1020,2006,Primary,State Representative,Democratic,63,Democratic,pauline artery,1052.0,1,0.0,20065611761.0
1363,2010,General,State Representative,0,7,Republican,pauline olvera,5616.0,2,0.0,20105018001.0
1545,2010,Primary,State Representative,Republican,7,Republican,pauline olvera,1342.0,1,0.0,20105018001.0
2805,2020,General,State Representative,0,28,Republican,pedro roybal,17030.0,2,0.0,20205039267.0
4517,2020,General,State Senate,0,18,Republican,peg cage,15524.0,2,0.0,20205038965.0
4569,2020,Primary,State Senate,Republican,18,Republican,peg cage,4673.0,1,0.0,20205038965.0
3559,1996,General,State Senate,0,14,Democratic,peggy reeves,28704.0,1,0.0,19960814002
3587,1996,Primary,State Senate,Democratic,14,Democratic,peggy reeves,2404.0,1,0.0,19960814002
3704,2000,General,State Senate,0,14,Democratic,peggy reeves,27476.0,1,1.0,19990814002.0
3749,2000,Primary,State Senate,Democratic,14,Democratic,peggy reeves,703.0,1,1.0,19990814002.0
3740,2000,General,State Senate,0,33,Democratic,penfield tate,29811.0,1,0.0,
3761,2000,Primary,State Senate,Democratic,33,Democratic,penfield tate,2891.0,1,0.0,
3719,2000,General,State Senate,0,21,Republican,penn pfiffner,17462.0,2,0.0,19990821002.0
3775,2000,Primary,State Senate,Republican,21,Republican,penn pfiffner,3217.0,1,0.0,19990821002.0
661,2004,General,State Representative,0,45,Democratic,penny burley,13057.0,2,0.0,20045643881
747,2004,Primary,State Representative,Democratic,45,Democratic,penny burley,1965.0,1,0.0,20045643881
1738,2012,General,State Representative,0,49,Republican,perry buck,28053.0,1,0.0,20125023099.0
1901,2012,Primary,State Representative,Republican,49,Republican,perry buck,5857.0,1,0.0,20125023099.0
2026,2014,General,State Representative,0,49,Republican,perry buck,28707.0,1,1.0,20125023099.0
2168,2014,Primary,State Representative,Republican,49,Republican,perry buck,8290.0,1,1.0,20125023099.0
2287,2016,General,State Representative,0,49,Republican,perry buck,35412.0,1,1.0,20125023099.0
2434,2016,Primary,State Representative,Republican,49,Republican,perry buck,7294.0,1,1.0,20125023099.0
2560,2018,General,State Representative,0,49,Republican,perry buck,33867.0,1,1.0,20125023099.0
2722,2018,Primary,State Representative,Republican,49,Republican,perry buck,11223.0,1,1.0,20125023099.0
2871,2020,General,State Representative,0,57,Republican,perry will,25433.0,1,0.0,20195037874.0
3013,2020,Primary,State Representative,Republican,57,Republican,perry will,10544.0,1,0.0,20195037874.0
3161,2022,Primary,State Representative,Republican,57,Republican,perry will,8220.0,1,1.0,20195037874
3632,1998,General,State Senate,0,7,Republican,pete hautzinger,17919.0,2,0.0,
3658,1998,Primary,State Senate,Democratic,7,Democratic,pete hautzinger,3238.0,1,0.0,19970807004
261,2000,Primary,State Representative,Republican,40,Republican,pete kirchhof,1250.0,2,0.0,19990940004.0
4007,2008,General,State Senate,0,12,Democratic,pete lee,23468.0,2,0.0,20075622679
4041,2008,Primary,State Senate,Democratic,12,Democratic,pete lee,2511.0,1,0.0,20075622679
1383,2010,General,State Representative,0,18,Democratic,pete lee,10808.0,1,0.0,20095613597
1500,2010,Primary,State Representative,Democratic,18,Democratic,pete lee,2860.0,1,0.0,20095613597
1656,2012,General,State Representative,0,18,Democratic,pete lee,19588.0,1,1.0,20095613597
1804,2012,Primary,State Representative,Democratic,18,Democratic,pete lee,2929.0,1,1.0,20095613597
1958,2014,General,State Representative,0,18,Democratic,pete lee,15998.0,1,1.0,20095613597
2077,2014,Primary,State Representative,Democratic,18,Democratic,pete lee,3141.0,1,1.0,20095613597
2218,2016,General,State Representative,0,18,Democratic,pete lee,21145.0,1,1.0,20095613597
2341,2016,Primary,State Representative,Democratic,18,Democratic,pete lee,3940.0,1,1.0,20095613597
4433,2018,General,State Senate,0,11,Democratic,pete lee,28015.0,1,1.0,20175032625
4468,2018,Primary,State Senate,Democratic,11,Democratic,pete lee,10499.0,1,1.0,20175032625
1436,2010,General,State Representative,0,44,Unaffiliated,peter ericson,8889.0,2,0.0,20105017331.0
14,2000,General,State Representative,0,7,Democratic,peter groff,14594.0,1,0.0,19990907002.0
171,2000,Primary,State Representative,Democratic,7,Democratic,peter groff,1555.0,1,0.0,19990907002.0
305,2002,General,State Representative,0,7,Democratic,peter groff,10552.0,1,1.0,19990907002.0
448,2002,Primary,State Representative,Democratic,7,Democratic,peter groff,2614.0,1,1.0,19990907002.0
3886,2004,General,State Senate,0,33,Democratic,peter groff,36863.0,1,1.0,19990907002.0
3905,2004,Primary,State Senate,Democratic,33,Democratic,peter groff,9051.0,1,1.0,19990907002.0
4035,2008,General,State Senate,0,33,Democratic,peter groff,47062.0,1,1.0,19990907002.0
4056,2008,Primary,State Senate,Democratic,33,Democratic,peter groff,7649.0,1,1.0,19990907002.0
3372,1990,General,State Senate,0,13,Democratic,peter kenney,14909.0,2,0.0,
3394,1990,Primary,State Senate,Democratic,13,Democratic,peter kenney,4205.0,1,0.0,
611,2004,General,State Representative,0,22,Democratic,peter mazula,15450.0,2,0.0,20035622672.0
725,2004,Primary,State Representative,Democratic,22,Democratic,peter mazula,2735.0,1,0.0,20035622672.0
3263,2010,General,Governor,0,Colorado,Not Registered,peter schaeffer,1.0,10,0.0,
4456,2018,General,State Senate,0,32,Independent,peter smith,3446.0,3,0.0,20175032164.0
2301,2016,General,State Representative,0,56,Republican,phil covarrubias,26858.0,1,0.0,20155029023.0
